Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review,review_length,Sentiment,Cleaned_Review
541,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,"Well nothing to dislike in this place. One of a kind. Coffee lovers must visit this place. Amazing decor, amazing ambience.Highly recommend this place, specially to people who want to sit back relax and have that amazing cup of coffee !Cheers",41,Positive,well nothing dislike place one kind coffee lover must visit place amazing decor amazing ambiencehighly recommend place specially people want sit back relax amazing cup coffee cheer
542,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,"Very nice ambience,  a good place to chill with your loved ones. The food n beverages are really excellent . Thank u so much coffee network ",26,Positive,nice ambience good place chill loved one food beverage really excellent thank much coffee network
543,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,I have been their regular customer and they have kept their quality up and consistent. Great place for conversations and beverages.,21,Positive,regular customer kept quality consistent great place conversation beverage
544,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,The Cafe was so nice to drink coffee and I will really suggest you to take a biscoff frappe that was so amazing ,23,Positive,cafe nice drink coffee really suggest take biscoff frappe amazing
545,Coffee Network,3.8,"Cafe, Coffee, Shake, Beverages, Italian, Pizza, Pasta, Fast Food","2,300",jaipur,"Awesome place to chill with friend & mostly coffee taste was so good & best customer service, i just love that place ",22,Positive,awesome place chill friend mostly coffee taste good best customer service love place
546,Malgudi Cafe,4.0,"Cafe, Italian, Chinese, Fast Food, Beverages, Street Food, Desserts, Coffee",500,jaipur,overpriced not 8 inch pizza ,5,Positive,overpriced inch pizza
547,Malgudi Cafe,4.0,"Cafe, Italian, Chinese, Fast Food, Beverages, Street Food, Desserts, Coffee",500,jaipur,Very bad packing.  Pasta was spilled all over,8,Positive,bad packing pasta spilled
548,Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,"very bad taste, foul smellafter complaint they are not taking any action",12,Positive,bad taste foul smellafter complaint taking action
549,Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,We ordered Veg grill sandwiches and they are burnt . 😞,11,Positive,ordered veg grill sandwich burnt
550,Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,sandwich taste was so bad.. spicy paneer was the name of sandwich. there were no taste of spices at all.worst experience on taste.earlier I visited this place and ordered the same sandwich that time it was delicious... ,37,Positive,sandwich taste bad spicy paneer name sandwich taste spice allworst experience tasteearlier visited place ordered sandwich time delicious
551,Royal Bakery Cafeteria,3.8,"Cafe, Sandwich, Bakery, Pizza, Chinese, Fast Food, Shake, Beverages",350,jaipur,they are selling the bread packet by deleting used by date and manufacturing date this is second time so buyers kindly see the mfg and expiry date same time of delivery ànd before use .,35,Positive,selling bread packet deleting used date manufacturing date second time buyer kindly see mfg expiry date time delivery use
552,The Chocolate Room,3.0,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,while the brownie was good... the chocolate ice cream tasted as bad as it looked.,15,Neutral,brownie good chocolate ice cream tasted bad looked
553,The Chocolate Room,3.0,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,Very tasty and fresh ingredients used. Food was hot when delivered.,11,Neutral,tasty fresh ingredient used food hot delivered
554,The Chocolate Room,3.0,"Cafe, Pasta, Sandwich, Pizza, Fast Food, Burger, Beverages",700,jaipur,"not a pizza, it's roti ",5,Neutral,pizza roti
555,Legacy Terrace Cafe And Kitchen,3.7,"Cafe, Chinese, Italian, Fast Food, North Indian, Beverages, Shake",600,jaipur,Nice place for family Dinning.. Awesome service by staff.. Visited for the first time and had a great experience with Legacy team.. Thank you.. ,24,Positive,nice place family dinning awesome service staff visited first time great experience legacy team thank
556,Legacy Terrace Cafe And Kitchen,3.7,"Cafe, Chinese, Italian, Fast Food, North Indian, Beverages, Shake",600,jaipur,It was very nice experience I really like the taste and quality,12,Positive,nice experience really like taste quality
557,Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,"Lloyd’s is cosy cafe located at Sahkar Marg with good & peaceful ambiance. They have an in-house bakery with a nice range of desserts & bakery items. Food is okayish & average in taste. Preparation time is slight more in comparison to other places here , rest all is good to go. A recommended place when in lookout for a meal/ get-together in a budget.",65,Positive,lloyd cosy cafe located sahkar marg good peaceful ambiance inhouse bakery nice range dessert bakery item food okayish average taste preparation time slight comparison place rest good recommended place lookout meal gettogether budget
558,Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,"A really beautiful place with soothing ambience. Food is always fresh and good. But only con is,very slow service and sometimes all menu options aren't available which is kind of disappointing. Rest really good and must visit for its ambience and good taste.",43,Positive,really beautiful place soothing ambience food always fresh good con isvery slow service sometimes menu option arent available kind disappointing rest really good must visit ambience good taste
559,Lloyd's House,3.9,"Cafe, Bakery, Beverages",400,jaipur,Very calm ambience. Loved to sit there for work and have some coffee. Been there two times. Both times it was a nice experience ,24,Positive,calm ambience loved sit work coffee two time time nice experience
560,TRCH-Luxury Restro & Lounge,3.5,"Cafe, Italian, Healthy Food, Pizza, North Indian, Fast Food, Coffee, Beverages",950,jaipur,"No taste in briyani, quantity hi very low, totally money waste ",11,Positive,taste briyani quantity low totally money waste
561,TRCH-Luxury Restro & Lounge,3.5,"Cafe, Italian, Healthy Food, Pizza, North Indian, Fast Food, Coffee, Beverages",950,jaipur,the packaging was awesome 😍,5,Positive,packaging awesome
562,Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur,no sugar sent,3,Neutral,sugar sent
563,Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur, I was ordered cinnamon frappe.... But this frappe isn't look as same or even test is so  worse...too much sweeter👎,20,Neutral,ordered cinnamon frappe frappe isnt look even test worsetoo much sweeter
564,Crush On Coffee,3.4,"Cafe, Beverages, Fast Food",500,jaipur,Low quality. Never going again. Took around 20-25 mins to serve a sandwich. Tasteless food. Ordered 3-4 items and food was so bad. ,23,Neutral,low quality never going took around min serve sandwich tasteless food ordered item food bad
565,Team 11 Sports Cafe,3.6,"Cafe, Fast Food, Chinese, Desserts, Shake, Beverages",600,jaipur,Fantastic Taste  😋💯,3,Positive,fantastic taste
566,Cafe Kampus,3.3,"Cafe, Chinese",500,jaipur,Amazing place bespoke food and very friendly staff....a must visit place .Food is nice and tasty and genuime Quality with proper higiene and cleainess.,24,Neutral,amazing place bespoke food friendly staffa must visit place food nice tasty genuime quality proper higiene cleainess
567,Cafe Kampus,3.3,"Cafe, Chinese",500,jaipur,"When u HUNGRY!!! Do place order from Cafe Campus, its such a nice place to visit also food quality is awesone. Allows pocket to have food is low budget. Especially i love aloo tikki buuger and fried rice. Itne se paiso me bhot kuch khao... Ap b jao ya apna order ghr pr bulao.. Just kidding!! Really loves the food!!",60,Neutral,hungry place order cafe campus nice place visit also food quality awesone allows pocket food low budget especially love aloo tikki buuger fried rice itne paiso bhot kuch khao jao apna order ghr bulao kidding really love food
568,SST Cakes & Bakes,2.9,"Cafe, Italian, North Indian, South Indian, Bakery, Chinese",600,jaipur,Spicy and no taste filled with only chole. no chutnies even. ...didn't expect this from SST.,16,Negative,spicy taste filled chole chutnies even didnt expect sst
569,SST Cakes & Bakes,2.9,"Cafe, Italian, North Indian, South Indian, Bakery, Chinese",600,jaipur,Poor quality of food paties are so bad in taste nd sandwich also,13,Negative,poor quality food paties bad taste sandwich also
570,The Full Moon Cafe And Restaurant,,"Cafe, Coffee, North Indian, South Indian, Chinese, Fast Food, Shake, Beverages",600,jaipur,bad roti quality ,3,Positive,bad roti quality
571,The Full Moon Cafe And Restaurant,,"Cafe, Coffee, North Indian, South Indian, Chinese, Fast Food, Shake, Beverages",600,jaipur,online order pr AAP log kuch bhi bhej dete ho aaj mene thaki order ki khane me badboo AA rhi thi or mujhe ulti ho gyi Bhai aap log esa kyu krte hoapko paise nhi milte kya ,37,Positive,online order aap log kuch bhi bhej dete aaj mene thaki order khane badboo rhi thi mujhe ulti gyi bhai aap log esa kyu krte hoapko paisa nhi milte kya
572,Merlin Cafe,,"Cafe, Chinese, Fast Food",600,jaipur,Peaceful and Quality RestroMust Visiting place For Party and EnjoymentSuperb Quality Mocktail Lovers,13,Positive,peaceful quality restromust visiting place party enjoymentsuperb quality mocktail lover
573,Merlin Cafe,,"Cafe, Chinese, Fast Food",600,jaipur,If You Love Collecting Louxrious Experience In Affordable cost Must Visit Merlin Restro and Cafe once in Jaipur Delicious Quality Of Food and Humble Service.Uniquemess in Jopdi Decorum Dining Table... A1 Experience.,32,Positive,love collecting louxrious experience affordable cost must visit merlin restro cafe jaipur delicious quality food humble serviceuniquemess jopdi decorum dining table experience
574,Sujangarh Cafe,,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,spring rolls are very tasty,5,Positive,spring roll tasty
575,Sujangarh Cafe,,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,very tasty spring roll,4,Positive,tasty spring roll
576,Sujangarh Cafe,,"Cafe, Coffee, Sandwich, Pizza",400,jaipur,veery good taste,3,Positive,veery good taste
577,Roadies Koffeehouz,3.9,"Cafe, Coffee, Fast Food, Shake, Beverages",600,surat,I ordered pasta and it was tasteless... no salt no taste just felt like we r eating boiled pasta... Thn I ordered nutells and banana pancakes.. it was so yukky.. Felt like puking,33,Positive,ordered pasta tasteless salt taste felt like eating boiled pasta thn ordered nutells banana pancake yukky felt like puking
578,Roadies Koffeehouz,3.9,"Cafe, Coffee, Fast Food, Shake, Beverages",600,surat,nice place great vibe and food,6,Positive,nice place great vibe food
579,395 - The Modern Cuisine,3.3,"Cafe, Coffee, Beverages, Street Food, Fast Food, North Indian, Desserts","1,100",surat,"Good interiors, great place to have a converstion over coffee. Variety of food and drink options are available on the menu. Taste-wise, seasoning was a hit and miss in the dishes. We ordered the spinach soup (florantine) and Al Fredo pasta with mushrooms. The soup was not as hot as expected, with a slightly skewed proportion of salt-pepper. Basically, namak was not swad anusar. The pasta on the other hand was much better, the saving grace being the mushrooms which we added to the Al fredo. I’m not sure how it would have tasted without the well-seasoned mushrooms. We also ordered coffee which almost get like a dessert so that might be a tad disappointing for hard core coffee lovers....read more",121,Neutral,good interior great place converstion coffee variety food drink option available menu tastewise seasoning hit miss dish ordered spinach soup florantine fredo pasta mushroom soup hot expected slightly skewed proportion saltpepper basically namak swad anusar pasta hand much better saving grace mushroom added fredo sure would tasted without wellseasoned mushroom also ordered coffee almost get like dessert might tad disappointing hard core coffee loversread
580,395 - The Modern Cuisine,3.3,"Cafe, Coffee, Beverages, Street Food, Fast Food, North Indian, Desserts","1,100",surat,Very useful for senior citizens,5,Neutral,useful senior citizen
581,Coffee King Cafe & Restaurant,4.3,"Cafe, Beverages, Desserts, Italian, Finger Food, Fast Food",800,surat,Please do suggest the restaurant to improve the quality as they have degraded from the way they used to be and also the pasta weren’t good at all no one ate them.,32,Positive,please suggest restaurant improve quality degraded way used also pasta werent good one ate
582,Koselig,,"Cafe, Coffee, Sandwich, Salad, Pizza, Italian, Burger, Desserts","1,200",surat,"They serve really good coffee. Loved their cottage cheese sandwich and cold coffee. But, they need to work on the washroom hygiene.",22,Positive,serve really good coffee loved cottage cheese sandwich cold coffee need work washroom hygiene
583,Koselig,,"Cafe, Coffee, Sandwich, Salad, Pizza, Italian, Burger, Desserts","1,200",surat,One of the best coffee in town ….nd now they deliver too ….haven’t had such amazing coffee anywhere in Surat …..,21,Positive,one best coffee town deliver havent amazing coffee anywhere surat
584,Brewing Brokers Cafe,,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,great and wonderful food and coffee go and taste it ,10,Positive,great wonderful food coffee taste
585,Brewing Brokers Cafe,,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,It is a very great place. The cold brew was very refreshing and reasonably. Highly recommend cafe to order coffee.,20,Positive,great place cold brew refreshing reasonably highly recommend cafe order coffee
586,Brewing Brokers Cafe,,"Cafe, Coffee, Shake, Beverages, Italian, Mexican, Sandwich, Fast Food","1,000",surat,I got very influenced when I have crunchy coffee. It's taste nice and the quantity or amount of coffee was sufficient more than enough.✌️✌️,24,Positive,got influenced crunchy coffee taste nice quantity amount coffee sufficient enough
587,The Waves Cafe,,"Cafe, Desserts",550,surat,It's very tasty ,3,Positive,tasty
588,The Waves Cafe,,"Cafe, Desserts",550,surat,Awesome coffee,2,Positive,awesome coffee
589,The Waves Cafe,,"Cafe, Desserts",550,surat,Very testy Awsm ,3,Positive,testy awsm
590,The Good Stuff,3.8,"Cafe, Fast Food, Desserts, Beverages",800,surat,There was no flavour of biscoff,6,Positive,flavour biscoff
591,The Good Stuff,3.8,"Cafe, Fast Food, Desserts, Beverages",800,surat,The shake was spilled completely and the best Zomato did was to refund 100rs.,14,Positive,shake spilled completely best zomato refund
592,Richie Rich - On Wheels,3.3,"North Indian, Chinese, Fast Food, Cafe, Coffee, Juices, Beverages","1,000",surat,No extra pavs were given.,5,Neutral,extra pavs given
593,The Chocolate Room,3.9,"Cafe, Italian, Chinese, Mexican, Fast Food, Waffle, Desserts, Beverages",850,surat,cheesecake which i received taste bad like edible oil.,9,Positive,cheesecake received taste bad like edible oil
594,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,Must visit place....quality food....great service....,5,Positive,must visit placequality foodgreat service
595,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,"I can definitelu say, they are way better than dominoes, i love it, different varieties, a tasty sub sandwich, pasta, exclusiveness, ma kasam ek vaar toh javu joye, dominoes karta sara che. I just love them",36,Positive,definitelu say way better domino love different variety tasty sub sandwich pasta exclusiveness kasam vaar toh javu joye domino karta sara che love
596,Red Flames Pizzaria,4.2,"Cafe, Pizza, Fast Food, Beverages",600,surat,"Rate bahuti jyada badha diya, ab bandh krneki nobat aayegi...Price pe dhayn do to everyday discount scheme ki jarrurat nahi padegi...Varna bada pachhtaoge...",23,Positive,rate bahuti jyada badha diya bandh krneki nobat aayegiprice dhayn everyday discount scheme jarrurat nahi padegivarna bada pachhtaoge
597,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,the coffee is worst. what was that literally... CCD not expected to be like ths. hellish,16,Neutral,coffee worst literally ccd expected like th hellish
598,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,good ,1,Neutral,good
599,Cafe Coffee Day,3.0,"Cafe, Coffee, Tea, Fast Food, Desserts, Beverages, Sandwich, Shake",700,surat,"There was no ice in the coffee pathetic coffee , it was too sweet and bad I would life my refund for this",23,Neutral,ice coffee pathetic coffee sweet bad would life refund
600,Moonstruck Coffee,3.7,"Cafe, Coffee, Beverages, Pasta, Fast Food, Desserts",800,surat,not up to the mark,5,Positive,mark
601,Koffee King,4.1,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Ice Cream, Desserts",500,indore,Only 2 cold coffee,4,Positive,cold coffee
602,Alba Bistro,4.4,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake","1,200",indore,I ordered dry manchurian n you sent gravy.,8,Positive,ordered dry manchurian sent gravy
603,Alba Bistro,4.4,"North Indian, Cafe, Salad, Fast Food, Coffee, Pizza, Desserts, Shake","1,200",indore,No spoon to eat ,4,Positive,spoon eat
604,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,Staff doesn’t know how to behave…They have hired kids who will giggle at your face…Hospitality is not good.,18,Positive,staff doesnt know behavethey hired kid giggle facehospitality good
605,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,"Absolutely disappointed by this place. I used to consider this the best pizza place. But i came here after almost 2 years to eat, the pizza tasted horrible. The cheese, topping all were out place. Wouldn’t visit again. ",38,Positive,absolutely disappointed place used consider best pizza place came almost year eat pizza tasted horrible cheese topping place wouldnt visit
606,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,"The best place to have pizzas in Indore. From New York style to Neapolitan, they have mastered it all. Love the staff at GBC they are very accommodating and Prasun understands what he's serving. My fav dessert of all time is their blueberry cheese cake and Belgium cake ",48,Positive,best place pizza indore new york style neapolitan mastered love staff gbc accommodating prasun understands he serving fav dessert time blueberry cheese cake belgium cake
607,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,Fan of their New York Style Pizzas. Love the toppings and how perfectly baked they always are. The staff is extremely warm and they serve timely. ,26,Positive,fan new york style pizza love topping perfectly baked always staff extremely warm serve timely
608,The Ground Baking Co.,4.3,"Cafe, Pizza, Waffle, Beverages","1,200",indore,I like the Ambience!! Pizza was also good!! Different experience!! Must visit! Play Area was not there for kids,19,Positive,like ambience pizza also good different experience must visit play area kid
609,Mitti - Organic Fresh Desi,4.1,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts","1,000",indore,Taste was bitter very highly priced not worth the money,10,Positive,taste bitter highly priced worth money
610,Mitti - Organic Fresh Desi,4.1,"Cafe, Coffee, Beverages, North Indian, Continental, Chinese, Healthy Food, Desserts","1,000",indore,quantity is way less,4,Positive,quantity way less
611,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,Whole food was spoiled nothing left,6,Negative,whole food spoiled nothing left
612,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,Bad delivery,2,Negative,bad delivery
613,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,true taste of coffee along with great Italian treat..I loved Chinese as well but showstopper was it's deserts with which I fallen in love 💕,25,Negative,true taste coffee along great italian treati loved chinese well showstopper desert fallen love
614,The Chocolate Room,2.7,"Cafe, Coffee, Beverages, Italian, Chinese, Fast Food, Mexican, Desserts","1,000",indore,felt like vomiting because of so much sugar,8,Negative,felt like vomiting much sugar
615,Cafe De Casa,,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages","1,100",indore,Really good ambience and interiors. It deserves more attention and audience than it is getting. all the best. ,18,Positive,really good ambience interior deserves attention audience getting best
616,Cafe De Casa,,"Cafe, Shake, Chinese, Italian, Mexican, North Indian, Desserts, Beverages","1,100",indore,I personally loved the chhole bhatite and kiwi mojito here. The place has a very good ambience and is a must try in vijaynagar!,24,Positive,personally loved chhole bhatite kiwi mojito place good ambience must try vijaynagar
617,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,Too less quantity for exorbitant prices. ,6,Positive,less quantity exorbitant price
618,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,the top of the box came broken but it's ok ,10,Positive,top box came broken
619,Fantasy Bakery And Cafe,4.3,"Cafe, Coffee, Beverages, Fast Food, Continental, North Indian, Chinese, Bakery","1,000",indore,"stuffing of masala was very less and size was also small, also the quality was not good. Please refund the amount asap",22,Positive,stuffing masala less size also small also quality good please refund amount asap
620,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,No toppings received Straw not received Coffee spilled,8,Positive,topping received straw received coffee spilled
621,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,You see the pizza tasted like only baked tomatoes and had no good toppings. Overall it didn't taste good so I would not prefer the pizzas here as I could have got a larger pizza at well known brands like Domino's.,41,Positive,see pizza tasted like baked tomato good topping overall didnt taste good would prefer pizza could got larger pizza well known brand like domino
622,Aieroc Resto Cafe,4.2,"Cafe, Continental, Chinese, Italian, Pizza, Sandwich, Fast Food, Beverages","1,100",indore,Bad taste completely cool and not thin crust,8,Positive,bad taste completely cool thin crust
623,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,lovely ,1,Positive,lovely
624,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,i paid 245rs for 3types fruit??? wow ya 🙏🏼👌🏻 ,9,Positive,paid type fruit wow
625,The Market - Fairfield by Marriott,3.5,"Cafe, Coffee, Pizza, Fast Food, Shake, Beverages","1,000",indore,The milkshake was horrible,4,Positive,milkshake horrible
626,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,Very poor place very poor staff Untrained and extremely rude Food quality is very low  Not worth going this long wayEven the owner is extremely rude,26,Neutral,poor place poor staff untrained extremely rude food quality low worth going long wayeven owner extremely rude
627,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,"please block this restaurant form Zomato they are cheaterstaste is no more as it use to be ,they now use low quality ingredients ",23,Neutral,please block restaurant form zomato cheaterstaste use use low quality ingredient
628,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,over all worst experince ,4,Neutral,worst experince
629,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,"taste was good but it is happening for second time, didn't expected from wanna puff.. very poor packing ",18,Neutral,taste good happening second time didnt expected wan puff poor packing
630,Wanna Puff,3.4,"Cafe, North Indian, Fast Food, Continental, Pizza, Beverages",500,indore,Amazing place for an away-from-the-city ride and experience. The food served was delicious and properly cooked. I ordered Bombay Kaccha which could impress people who love raw bread. Mexican Tacos were good to taste with tasty filling and patty inside. Latte was nicely presented.Recommend place for a different vibe and view of the city from the top.,57,Neutral,amazing place awayfromthecity ride experience food served delicious properly cooked ordered bombay kaccha could impress people love raw bread mexican taco good taste tasty filling patty inside latte nicely presentedrecommend place different vibe view city top
631,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,superb test 👏 ,3,Positive,superb test
632,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,Itna kharab test ka khana maine kabhi nhi khayamain kabhi bhi online food nhi magauingi. very bad food test😞,19,Positive,itna kharab test khana maine kabhi nhi khayamain kabhi bhi online food nhi magauingi bad food test
633,Your Own Brew Cafe,4.5,"Cafe, Fast Food, Sandwich, Chinese, Pizza, Pasta, Rolls, Beverages",500,indore,Worst pasta ever. They have simply used Malai kofta gravy in it. ,12,Positive,worst pasta ever simply used malai kofta gravy
634,The Nest,4.3,"Cafe, Fast Food, Sandwich, Desserts, Beverages, Shake",400,indore,its to costly according to quality ,6,Positive,costly according quality
635,The Nest,4.3,"Cafe, Fast Food, Sandwich, Desserts, Beverages, Shake",400,indore,amazingg,1,Positive,amazingg
636,Crumb's Patisserie And Cafe,,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,"it was very thin. base is not good 😏 we don't like that, size was good but bcos of thin base it's less portion ☹️",25,Positive,thin base good dont like size good bcos thin base less portion
637,Crumb's Patisserie And Cafe,,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,Best in town,3,Positive,best town
638,Crumb's Patisserie And Cafe,,"Cafe, Coffee, Beverages, Sandwich, Fast Food, Chinese, Bakery",700,indore,"This cozy restaurant has left the best impressions! Hospitable hosts, delicious dishes, beautiful presentation.",14,Positive,cozy restaurant left best impression hospitable host delicious dish beautiful presentation
639,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,very poor food quality.felt like the food was cooked hours before itself The sbzi smelled very bad,17,Positive,poor food qualityfelt like food cooked hour sbzi smelled bad
640,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,Worst Nutella sandwich ever had smells like cardboard,8,Positive,worst nutella sandwich ever smell like cardboard
641,The AMP Cafe & Eatery,3.9,"Cafe, Coffee, Fast Food, Sandwich, Pasta, Pizza, Beverages",600,indore,the pizza i ordered was only 6 inches but in the title it said 8inches,15,Positive,pizza ordered inch title said inch
642,CBI - Coffee Bureau Of Indore,3.8,"Cafe, Sandwich, Burger, Mexican, Fast Food, Ice Cream, Shake, Beverages",600,indore,in cheese chigar roll.. lot of potato stuff 👎👎,9,Positive,cheese chigar roll lot potato stuff
643,Cafe El Carpediem,3.7,"Cafe, Chinese, Sandwich, Pizza, Burger, Fast Food, Shake, Beverages",500,indore,"They serve very delicious food , best place to hangout with family and friends. I loved the music and happy vibes here ..Great service and very yummy meals served with whole respect and happiness.",34,Positive,serve delicious food best place hangout family friend loved music happy vibe great service yummy meal served whole respect happiness
644,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,Very bad taste u know ek to delivery me itna time dusra itna Ganda taste Ratings me 1star dena hota h minimum other wise 1 star layak taste bhi nhi h,31,Positive,bad taste know delivery itna time dusra itna ganda taste rating star dena hota minimum wise star layak taste bhi nhi
645,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,what is this ye cold coffe hai  i dont like it n apne kya banaya hai ye 😡😡,18,Positive,cold coffe hai dont like apne kya banaya hai
646,Destiny Cafe And Restaurant,3.8,"Cafe, Coffee, Shake, Beverages, Fast Food, Chinese, North Indian, Momos",500,indore,as per the cost portion size is very small. ,9,Positive,per cost portion size small
647,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,cold food,2,Positive,cold food
648,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,"Best Iced Americano in town by a mile. Shakes and baked goods also tasty, but I tend not to order them since I'm off sugar. Prefer delivery or takeaway since McDonald's is a terrible spot to sit and drink coffee.",40,Positive,best iced americano town mile shake baked good also tasty tend order since sugar prefer delivery takeaway since mcdonalds terrible spot sit drink coffee
649,McCafe by McDonald's,3.7,"Cafe, Coffee, Shake, Fast Food, Desserts",500,indore,"Everytime I visit McCafe I Order mc flurry Oreo which is good Everytime, one negative point is that they don't accept cards. Big sitting area, good place",27,Positive,everytime visit mccafe order flurry oreo good everytime one negative point dont accept card big sitting area good place
650,Crazy Coffee,3.8,"Cafe, Coffee, Pizza, Sandwich, Street Food, Wraps, Desserts, Beverages",300,indore,Awesome Experience😊,2,Positive,awesome experience
651,Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,Chicken was not fresh. I was smelling so bad also taste was pathetic,13,Positive,chicken fresh smelling bad also taste pathetic
652,Sassy House - All Day Cafe,3.7,"Cafe, Fast Food, North Indian, Beverages, Desserts, Pizza, Pasta",650,indore,Reduced portion size How can this happen in 3 days From a full box you went to half directly for the same price. 😂,24,Positive,reduced portion size happen day full box went half directly price
653,Amelie's,4.0,"Cafe, Coffee","1,100",chennai,very less quantity for such high price,7,Positive,less quantity high price
654,The Pod Cafe,3.7,"Cafe, Coffee, Shake, Beverages",500,chennai,packaging is not strong ,4,Positive,packaging strong
